name,SNR,STD,powerSNR,powerSTD,dxSNR,dxSTD,isReal
Nida_2,136.49108488257832,0.9388796595858684,0.2428857751163863,0.003702356228943575,-0.00935792904555496,0.4283524204480218,1
Nida_3,90.06999511707528,1.5671041422880516,0.27093012329416954,0.0003864305280481439,0.0031756701359070146,0.26128411740441704,1
Nida_4,22.999897798533965,5.760169272770621,0.22416080079804057,0.0011911030720378301,-0.011228379891477604,0.5479779264752341,1
Nida_5,41.656895493241045,2.6137027677162576,0.22403049228635608,0.0014790119390939852,0.013452032177132043,0.39555272922896495,1
Nida_6,77.05081673630106,1.8130719312176518,0.26857742755613473,0.0015240479777649401,-0.010051098339174922,0.39510776955884797,1
Nida_7,97.66530550195738,1.3388931592682658,0.27783749920984974,0.0010392370434527335,-0.019462276336517096,0.30952941506254994,1
Nida_8,80.82684664422412,1.660985719864041,0.23598315296497244,0.0004352540504987279,-0.01165654500902848,0.24557923768303724,1
Nida_9,59.48659121465385,2.293914264665098,0.28960985440208953,0.0002074278949189456,-0.014400557686883112,0.3296855771864065,1
Nida_10,125.08688565237635,1.1864787442246036,0.2884556960155628,0.002087084768881783,0.0067356571709689585,0.4558814994226856,1
A.Galip_1,234.15544386386765,0.548692768474495,0.14823221596279965,0.0007747108387907518,0.007044250926501494,0.08876318575411507,1
A.Galip_2,40.31669028143694,3.3277345035086925,0.20450829987087452,0.000279689184184081,-0.009154167644942804,0.1441670313424544,1
A.Galip_3,303.7045141964283,0.49841709091846,0.12560699932143005,0.003931666120241619,-0.001087354294689802,0.1459818405704424,1
A.Galip_4,325.7694544782861,0.3975490804683408,0.086649714691798,0.0040754715443714765,0.003576134499605111,0.10101938670482122,1
A.Galip_5,223.24850117999645,0.5437352992706932,0.16444627401604026,0.0014712161896398767,-0.011024544274368909,0.09834082072906757,1
A.Galip_6,181.9343918284352,0.639197323408542,0.16863891678948453,0.001040293636574773,-0.00016280101156762567,0.11694274179108187,1
A.Galip_7,135.48287174920975,0.9021068321601828,0.1753517358126009,0.00036898714428358224,-0.013714749299858303,0.12323451549027976,1
A.Galip_8,154.73027486094935,0.7773113044742342,0.1799222827513715,0.00021072858012121464,-0.006067812992329286,0.08199505664777691,1
A.Galip_9,192.03583181477504,0.5987178041491825,0.1676003632740976,0.0005329476908069585,0.0004101364582527732,0.09634379975059883,1
A.Galip_10,146.6190603276143,0.8343706074434408,0.19124466901735263,0.0003922935060461288,-0.0020452659948549615,0.12368053045541313,1
Ali_Tarkan_6,150.88262349310497,0.91033352213191,0.25060044200698783,0.0026218933468648434,0.006390373229518011,0.35165384180102305,1
Yagmur_1,287.9487609630664,0.632130115967429,0.16068750648809396,0.005124137684319231,0.0046291999410711104,0.19523608231693887,1
Yagmur_2,188.10827042252623,0.7421552134908664,0.16171780292254218,0.005949293054503237,-0.006201914106114273,0.22426232187966033,1
Yagmur_3,65.4522783320088,2.7733233701179634,0.26327224146239303,0.00020812655424736552,0.03484197913128577,0.2997478443693042,1
Yagmur_4,105.08041067513855,1.7235943477983715,0.2817602443277757,0.0010014838968509967,-0.004813564441108917,0.5554012522126123,1
Yagmur_5,63.062735014625346,2.697312767730847,0.26360358821450497,0.004468714571547468,-0.010277578598902605,0.40023999745927596,1
Yagmur_6,90.20831711037353,2.1821672285777103,0.23695267150977742,0.0015212855322723623,0.0043822444386190824,0.22634174336543242,1
Yagmur_7,133.42720518188156,1.4016033947049351,0.24009170328068608,0.001159504291129432,-0.009672646177323956,0.2873518054868603,1
Yagmur_8,62.251867553383825,2.789002282003903,0.28030432299481783,0.00106373076970801,0.0025874613068877805,0.3828470828597427,1
Yagmur_9,128.21063726125809,1.4079746663902453,0.11817415956384507,0.0016342154639923969,0.012827064203281448,0.23138480394955444,1
Yagmur_10,133.5620505826907,1.4703441322228572,0.2606215740330021,0.0006720861488379259,0.016810256233582167,0.2978409137346837,1
Esra_1,24.50570823266776,6.292198502020239,0.2503469952274967,0.0020100660415801118,-0.019270131248542162,0.6066803759082843,1
Esra_2,30.506503307957946,4.6870447667396045,0.2394998365989522,0.00012084221409019321,0.03354236692383947,0.3414711773633921,1
Esra_3,84.4221522363969,1.683961399886337,0.2390827644784998,0.001457107659158729,-0.0022403176198357052,0.36660731799390783,1
Esra_4,96.45391486902109,1.4085178004394934,0.24387530280601769,0.0020947808207895276,-0.012802606589720449,0.343104561306987,1
Esra_5,58.850558612720576,2.3501352031868024,0.22452734927049567,0.0005262054236662827,-0.011331384063176079,0.3060557198786135,1
Esra_6,127.32124591663585,1.0994478643451302,0.26526694791071287,0.0021482963708133684,-0.009183727544968719,0.30913888985511295,1
Esra_7,95.8650002917147,1.5068159869278588,0.2570946862218847,0.0005501476763122977,-0.0283337256600554,0.26759122246822403,1
Esra_8,97.23670449715637,1.464425984541718,0.24036034745754742,0.0013753609866865232,-0.018673264904712165,0.25928613880801926,1
Esra_9,102.78760647482055,1.569953305781306,0.24222909552437466,0.0016031520061842571,0.0010446444148361797,0.4311964803809023,1
Esra_10,98.18125190128151,1.3539597026907746,0.2592749269805598,0.0010514407963143847,-0.01980145475980202,0.2740469176299347,1
Esra_11,26.7299084306514,4.339825268459249,0.2868328457997303,0.00034806785933530975,-0.008138312610790783,0.5703995953122725,1
sahte_1,69.52107891349767,1.9366676111569538,0.18185754304364146,0.007650466963954271,0.008312145072496873,0.4943147107776469,0
sahte_2,111.45739058297593,1.1985335023848034,0.2879397633119464,0.0004930243003933651,-0.0019420270834168561,0.4731597626456996,0
sahte_3,58.54753043144046,2.7306945435374246,0.2790883920720787,0.00013447691140821446,-0.01532852358069524,0.3499364053201485,0
sahte_4,445.00700797638376,0.3143508834496559,0.2750233759019009,0.008108432167831614,0.004172343021518332,0.23218266765586776,0
sahte_5,107.42881685683247,1.2271272379490248,0.22516642900246017,0.0003094843451251532,-0.01460971135562608,0.20366496409596146,0
sahte_6,141.49386287056566,0.9977769806832236,0.27303228060692547,0.0009193381309982868,0.008091583423214468,0.24583923857014447,0
sahte_7,123.77314541796117,1.066372530585654,0.23178916910408617,0.00033152915694946455,-0.016952883667100252,0.16290641882706633,0
sahte_8,76.47195104433362,1.6858290421501192,0.23785264764151343,0.0012743628673643505,-0.006297994714996709,0.5396310572505059,0
sahte_9,180.56695514539945,0.7147849184153926,0.24492369956329246,0.003850608676703149,-0.0017198742469267665,0.5725409043183568,0
sahte_10,106.16873433179248,1.299461546892589,0.23226474781517945,0.001958873103566031,0.011304742845106677,0.35154620415703275,0
sahte_11,169.22286627149242,0.895933007095176,0.26022344602829184,0.0010948083052153288,0.002549580517029172,0.41047470196176344,0
sahte_12,90.76719496388431,1.42509528510822,0.2711663437603996,0.0003586392576292659,-0.008760264876783198,0.22626419695912475,0
sahte_13,212.8419970763989,0.6258388579286049,0.2570594043203189,0.0021490397196271046,0.005563818482083405,0.502431737425992,0
sahte_14,118.65777669199967,1.0026769917051326,0.243496059863277,0.00017584101014250187,-0.014932913611212361,0.0917580439752795,0
sahte_15,162.13921941352112,0.8770399073393862,0.24949459408942246,0.0008513958150260089,0.006019173659164815,0.4594404858169477,0
sahte_16,110.40176365386458,1.170510514268238,0.22841496958305246,0.0009877334223257054,-0.022451231196290358,0.2502914449688644,0
sahte_17,389.749128553298,0.3290714906380704,0.22704516288095156,0.00642591277660398,0.0011087635982414633,0.4438540005834981,0
sahte_18,207.77622553715662,0.6723240085264734,0.23421710528135253,0.0043992304740084935,-0.0013902008495577226,0.3923522099334565,0
sahte_19,152.14687064344216,0.9342011331941174,0.25005448131501645,0.00039970928946547605,-0.01500495458787655,0.24306418034294827,0
sahte_20,382.37423968041793,0.3761603446711557,0.20338308094065607,0.003184569763579782,0.00803188895274637,0.18997169898631752,0
sahte_21,180.97835054839067,0.7560248085188459,0.29325622155846187,0.003034366319484092,0.004236838941034081,0.5695496407521481,0
sahte_22,106.37891029552466,1.269246551816163,0.2392264151624839,0.0004946417228538771,0.005178235184295193,0.4421238788322385,0
sahte_23,69.46314071715838,1.5247329579606863,0.2743093778268665,0.0005150567671241673,-0.000970422081257471,0.5972038198968237,0
sahte_24,285.69840965205475,0.49750646918692754,0.2660355944031929,0.0027237694515504477,0.007955930742324148,0.18370155469699984,0
sahte_25,136.2127508164451,0.9798763708510572,0.21695773726105932,0.0010425970515062014,-0.013837691541921587,0.30487982716843237,0
sahte_26,715.9783386234753,0.19205930976907087,0.2503311240133824,0.004195041656985745,-9.566835878263e-05,0.1866110758629064,0
sahte_28,663.1224541053076,0.1385199664207874,0.2626276699550394,0.003873340632929054,-0.002641269773737329,0.12001925068349988,0
sahte_30,479.9200953935893,0.27356204360897746,0.20307637674479817,0.003598937714338366,0.0010703321087569997,0.4189109679595657,0
sahte_32,741.9291808064798,0.20401824276579172,0.21350381756358291,0.008167010456350083,-0.0006396348555494994,0.14792355940296598,0
sahte_34,710.2450209980057,0.2090032494259856,0.19219678277983399,0.008586980682029049,0.0019426429499488642,0.1282447118068893,0
sahte_36,669.0715268511334,0.2255674038639904,0.2051986715318063,0.011064665881285782,0.0022201300582532515,0.15907038936742596,0
sahte_38,1544.6803353748153,0.12737838686216468,0.2069688772797892,0.0046905824924646,0.0022783851694642876,0.12166213078397349,0
sahte_40,400.14430932527245,0.39465428244265116,0.2172416604641771,0.0071197102604814,-0.0011638304314171934,0.33794695537324243,0
sahte_42,824.2596901624297,0.1734649843250811,0.21251757086417955,0.003679803978853485,0.0015228027544832044,0.15222277001258422,0
sahte_44,831.1360532402377,0.202107811941939,0.14400199369575506,0.007551473471586661,0.0028321028483650266,0.13941017555465804,0
sahte_46,853.3738710225431,0.16733755980636836,0.18502350565696915,0.005088474871535191,0.0016725561346478076,0.20180049887375237,0
sahte_48,511.5141562519372,0.3094117009902726,0.17581212069600016,0.0034728422946509493,-0.002563472540225569,0.40443135676310193,0
sahte_50,429.0966348662787,0.333840324611381,0.18406024100050952,0.003783393536527049,-0.0024029923581440175,0.2724567000221254,0
sahte_51,72.5733324739505,2.3875585362843412,0.08422885244614393,0.00649111402002614,-0.010181064187672208,0.6668926296137556,0
sahte_52,39.52189002299991,4.9951451603835695,0.1417955876112842,0.005214269712111321,-0.009279991985358508,0.6618719699985397,0
sahte_53,152.27123672629546,1.0354737248953325,0.09965906295387678,0.02539387488092377,-0.002363455740284143,0.5098435639073148,0
sahte_54,75.54219620519041,1.5673270253194997,0.07759879460781649,0.029471890776942396,0.004156217733359741,0.46780278819813825,0
sahte_55,60.66709499042139,3.0329101194251264,0.09044041891659532,0.0019439983336386904,-0.03603930146128107,0.5002416149219145,0
sahte_56,35.57517922949391,3.406032118135055,0.2064155708483689,0.0010024613892071817,-0.026972830211248175,0.5569327847216771,0
sahte_57,35.392188160681336,3.472969062219915,0.08021353068832923,0.007697898255108913,0.012160118069852984,0.5370956648489807,0
sahte_58,43.76745656283447,3.9737688414118537,0.10019586710021876,0.0008605002416981492,-0.01926843640225192,0.53170683944414,0
sahte_59,44.1425670718789,4.801377798386565,0.07020806244611456,0.00403856631550301,0.02944275382264593,0.37559228542413126,0
sahte_60,103.39472233704278,1.6304082457222313,0.09728953792349686,0.0057524180033066055,0.022360141264868395,0.5034236362872779,0
sahte_61,76.56862376877433,2.8123854503366963,0.10310264917888205,0.005538774583336263,0.005268637870192389,0.7239189813979378,0
sahte_62,79.92383264826161,2.523823662660497,0.16472686967016476,0.0007148900169646356,-0.018739516336501283,0.2925275726126284,0
sahte_63,66.1472626071692,2.8897464809465068,0.2575096983041785,0.0002618894654124843,-0.014438070433522894,0.45544027931300995,0
sahte_64,100.12285099097997,2.1360158060590364,0.09039068061502992,0.022597873239430598,-0.00638617543890315,0.3782717334197988,0
sahte_65,55.30175579032011,2.9919913357066332,0.2583518888379838,0.001196361780964025,0.015066533110460306,0.5169278640164111,0
sahte_66,62.4394630218271,3.7669767789022366,0.2792904248539095,0.00017200827884050594,0.0010025530095322391,0.38496551065580836,0
